,feature_id,,,,,,function,,,,,
,fig|6666666.25437.peg.265,,,,,,Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9),,,,,
,fig|6666666.25437.peg.266,,,,,,Phosphotransferase system phosphocarrier protein HPr,,,,,
,fig|6666666.25437.peg.267,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.268,,,,,,ATP-dependent Clp protease ATP-binding subunit ClpA,,,,,
,fig|6666666.25437.peg.269,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.270,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.271,,,,,,dipeptidase,,,,,
,fig|6666666.25437.peg.272,,,,,,Peptide chain release factor 3,,,,,
,fig|6666666.25437.peg.273,,,,,,CDP-ribitol:poly(ribitol phosphate) ribitol phosphotransferase,,,,,
,fig|6666666.25437.peg.274,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.275,,,,,,Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39),,,,,
,fig|6666666.25437.peg.276,,,,,,UPF0118 membrane protein YrrI,,,,,
,fig|6666666.25437.peg.277,,,,,,Regulatory protein recX,,,,,
,fig|6666666.25437.peg.278,,,,,,Flavodoxin,,,,,
,fig|6666666.25437.peg.279,,,,,,Ribonuclease BN (EC 3.1.-.-),,,,,
,fig|6666666.25437.peg.280,,,,,,UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14),,,,,
,fig|6666666.25437.peg.281,,,,,,Bactoprenol glucosyl transferase (EC 2.4.1.-),,,,,
,fig|6666666.25437.peg.282,,,,,,Gluconate permease Bsu4004 homolog,,,,,
,fig|6666666.25437.peg.283,,,,,,glucose uptake protein,,,,,
,fig|6666666.25437.peg.284,,,,,,glucose uptake protein,,,,,
,fig|6666666.25437.rna.36,,,,,,tRNA-Arg-CCT,,,,,
,fig|6666666.25437.peg.285,,,,,,ATP-dependent RNA helicase YfmL,,,,,
,fig|6666666.25437.peg.286,,,,,,oxidoreductase Gfo/Idh/MocA family,,,,,
,fig|6666666.25437.peg.287,,,,,,Putative extracellular glycosyl hydrolase precursor family 25 (Lysosyme M1 family)( EC:3.2.1.17 ),,,,,
,fig|6666666.25437.peg.288,,,,,,Gluconokinase (EC 2.7.1.12),,,,,
,fig|6666666.25437.peg.289,,,,,,Amino acid permease,,,,,
,fig|6666666.25437.peg.290,,,,,,RNA methyltransferase TrmA family,,,,,
,fig|6666666.25437.peg.291,,,,,,Transcription regulator [contains diacylglycerol kinase catalytic domain],,,,,
,fig|6666666.25437.peg.292,,,,,,Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7),,,,,
,fig|6666666.25437.peg.293,,,,,,Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7),,,,,
,fig|6666666.25437.peg.294,,,,,,Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7),,,,,
,fig|6666666.25437.peg.295,,,,,,Putative pheromone cAM373 precursor lipoprotein CamS,,,,,
,fig|6666666.25437.peg.296,,,,,,DNA ligase (EC 6.5.1.2),,,,,
,fig|6666666.25437.peg.297,,,,,,ATP-dependent DNA helicase UvrD/PcrA,,,,,
,fig|6666666.25437.peg.298,,,,,,Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21),,,,,
,fig|6666666.25437.peg.299,,,,,,N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),,,,,
,fig|6666666.25437.peg.300,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.301,,,,,,Substrate-specific component PanT of predicted pantothenate ECF transporter,,,,,
,fig|6666666.25437.peg.302,,,,,,SSU ribosomal protein S9p (S16e),,,,,
,fig|6666666.25437.peg.303,,,,,,LSU ribosomal protein L13p (L13Ae),,,,,
,fig|6666666.25437.peg.304,,,,,,tRNA pseudouridine synthase A (EC 4.2.1.70),,,,,
,fig|6666666.25437.peg.305,,,,,,Transmembrane component of general energizing module of ECF transporters,,,,,
,fig|6666666.25437.peg.306,,,,,,ATPase component of general energizing module of ECF transporters,,,,,
,fig|6666666.25437.peg.307,,,,,,ATPase component of general energizing module of ECF transporters,,,,,
,fig|6666666.25437.peg.308,,,,,,LSU ribosomal protein L17p,,,,,
,fig|6666666.25437.peg.309,,,,,,DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6),,,,,
,fig|6666666.25437.peg.310,,,,,,SSU ribosomal protein S11p (S14e),,,,,
,fig|6666666.25437.peg.311,,,,,,SSU ribosomal protein S13p (S18e),,,,,
,fig|6666666.25437.peg.312,,,,,,Translation initiation factor 1,,,,,
,fig|6666666.25437.peg.313,,,,,,Adenylate kinase (EC 2.7.4.3),,,,,
,fig|6666666.25437.peg.314,,,,,,Preprotein translocase secY subunit (TC 3.A.5.1.1),,,,,
,fig|6666666.25437.peg.315,,,,,,LSU ribosomal protein L15p (L27Ae),,,,,
,fig|6666666.25437.peg.316,,,,,,LSU ribosomal protein L30p (L7e),,,,,
,fig|6666666.25437.peg.317,,,,,,SSU ribosomal protein S5p (S2e),,,,,
,fig|6666666.25437.peg.318,,,,,,LSU ribosomal protein L18p (L5e),,,,,
,fig|6666666.25437.peg.319,,,,,,LSU ribosomal protein L6p (L9e),,,,,
,fig|6666666.25437.peg.320,,,,,,SSU ribosomal protein S8p (S15Ae),,,,,
,fig|6666666.25437.peg.321,,,,,,SSU ribosomal protein S14p (S29e),,,,,
,fig|6666666.25437.peg.322,,,,,,LSU ribosomal protein L5p (L11e),,,,,
,fig|6666666.25437.peg.323,,,,,,LSU ribosomal protein L24p (L26e),,,,,
,fig|6666666.25437.peg.324,,,,,,LSU ribosomal protein L14p (L23e),,,,,
,fig|6666666.25437.peg.325,,,,,,SSU ribosomal protein S17p (S11e),,,,,
,fig|6666666.25437.peg.326,,,,,,LSU ribosomal protein L29p (L35e),,,,,
,fig|6666666.25437.peg.327,,,,,,LSU ribosomal protein L16p (L10e),,,,,
,fig|6666666.25437.peg.328,,,,,,SSU ribosomal protein S3p (S3e),,,,,
,fig|6666666.25437.peg.329,,,,,,LSU ribosomal protein L22p (L17e),,,,,
,fig|6666666.25437.peg.330,,,,,,SSU ribosomal protein S19p (S15e),,,,,
,fig|6666666.25437.peg.331,,,,,,LSU ribosomal protein L2p (L8e),,,,,
,fig|6666666.25437.peg.332,,,,,,LSU ribosomal protein L23p (L23Ae),,,,,
,fig|6666666.25437.peg.333,,,,,,LSU ribosomal protein L4p (L1e),,,,,
,fig|6666666.25437.peg.334,,,,,,LSU ribosomal protein L3p (L3e),,,,,
,fig|6666666.25437.peg.335,,,,,,SSU ribosomal protein S10p (S20e),,,,,
,fig|6666666.25437.peg.336,,,,,,Translation elongation factor G,,,,,
,fig|6666666.25437.peg.337,,,,,,SSU ribosomal protein S7p (S5e),,,,,
,fig|6666666.25437.peg.338,,,,,,SSU ribosomal protein S12p (S23e),,,,,
,fig|6666666.25437.peg.339,,,,,,leader peptidase (prepilin peptidase) / N-methyltransferase( EC:3.4.23.43 ),,,,,
,fig|6666666.25437.peg.340,,,,,,Xanthine phosphoribosyltransferase (EC 2.4.2.22),,,,,
,fig|6666666.25437.peg.341,,,,,,DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6),,,,,
,fig|6666666.25437.peg.342,,,,,,DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),,,,,
,fig|6666666.25437.peg.343,,,,,,ATP-dependent Clp protease ATP-binding subunit ClpC / Negative regulator of genetic competence clcC/mecB,,,,,
,fig|6666666.25437.peg.344,,,,,,Transcriptional regulator CtsR,,,,,
,fig|6666666.25437.rna.37,,,,,,tRNA-Pro-CGG,,,,,
,fig|6666666.25437.rna.38,,,,,,tRNA-Pro-TGG,,,,,
,fig|6666666.25437.peg.345,,,,,,Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2),,,,,
,fig|6666666.25437.peg.346,,,,,,4'-phosphopantetheinyl transferase (EC 2.7.8.-),,,,,
,fig|6666666.25437.peg.347,,,,,,Biotin-protein ligase (EC 6.3.4.15) / Biotin operon repressor,,,,,
,fig|6666666.25437.peg.348,,,,,,Proline dipeptidase (EC 3.4.13.9),,,,,
,fig|6666666.25437.peg.349,,,,,,Adenylosuccinate synthetase (EC 6.3.4.4),,,,,
,fig|6666666.25437.peg.350,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.351,,,,,,Adenylosuccinate lyase (EC 4.3.2.2),,,,,
,fig|6666666.25437.peg.352,,,,,,Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine,,,,,
,fig|6666666.25437.peg.353,,,,,,Fumarate hydratase class II (EC 4.2.1.2),,,,,
,fig|6666666.25437.peg.354,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.355,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.356,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.357,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.358,,,,,,Transcriptional regulator,,,,,
,fig|6666666.25437.peg.359,,,,,,Cold shock protein CspA,,,,,
,fig|6666666.25437.peg.360,,,,,,NAD(P)H oxidoreductase YRKL (EC 1.6.99.-) @ Putative NADPH-quinone reductase (modulator of drug activity B) @ Flavodoxin 2,,,,,
,fig|6666666.25437.peg.361,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.362,,,,,,GCN5-related N-acetyltransferase,,,,,
,fig|6666666.25437.peg.363,,,,,,Acetylornithine deacetylase (EC 3.5.1.16),,,,,
,fig|6666666.25437.peg.364,,,,,,Fructose-bisphosphate aldolase class II (EC 4.1.2.13),,,,,
,fig|6666666.25437.peg.365,,,,,,5'(3')-deoxyribonucleotidase,,,,,
,fig|6666666.25437.peg.366,,,,,,Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7),,,,,
,fig|6666666.25437.peg.367,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.368,,,,,,Sorbitol dehydrogenase (EC 1.1.1.14),,,,,
,fig|6666666.25437.rna.39,,,,,,tRNA-Asn-GTT,,,,,
,fig|6666666.25437.peg.369,,,,,,FIG00754324: hypothetical protein,,,,,
,fig|6666666.25437.peg.370,,,,,,Ribonuclease HI (EC 3.1.26.4),,,,,
,fig|6666666.25437.peg.371,,,,,,Maltose O-acetyltransferase (EC 2.3.1.79),,,,,
,fig|6666666.25437.peg.372,,,,,,High-affinity choline uptake protein BetT,,,,,
,fig|6666666.25437.peg.373,,,,,,nucleotide-binding protein UspA family,,,,,
,fig|6666666.25437.peg.374,,,,,,DNA-3-methyladenine glycosylase II (EC 3.2.2.21),,,,,
,fig|6666666.25437.peg.375,,,,,,Predicted Zn-dependent protease,,,,,
,fig|6666666.25437.peg.376,,,,,,Methionine aminopeptidase (EC 3.4.11.18),,,,,
,fig|6666666.25437.peg.377,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.378,,,,,,cell surface protein precursor,,,,,
,fig|6666666.25437.peg.379,,,,,,extracellular protein,,,,,
,fig|6666666.25437.peg.380,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.381,,,,,,Cell surface hydrolase,,,,,
,fig|6666666.25437.peg.382,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.383,,,,,,Neutral endopeptidase O (EC 3.4.24.-),,,,,
,fig|6666666.25437.peg.384,,,,,,Glycine betaine ABC transport system glycine betaine-binding protein OpuAC,,,,,
,fig|6666666.25437.peg.385,,,,,,Glycine betaine ABC transport system permease protein OpuAB,,,,,
,fig|6666666.25437.peg.386,,,,,,Glycine betaine ABC transport system ATP-binding protein OpuAA (EC 3.6.3.32),,,,,
,fig|6666666.25437.peg.387,,,,,,FIG00742944: hypothetical protein,,,,,
,fig|6666666.25437.peg.388,,,,,,integral membrane protein,,,,,
,fig|6666666.25437.peg.389,,,,,,Peroxide stress regulator PerR FUR family,,,,,
,fig|6666666.25437.peg.390,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.391,,,,,,DinG family ATP-dependent helicase CPE1197,,,,,
,fig|6666666.25437.peg.392,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.393,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.394,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.395,,,,,,Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine,,,,,
,fig|6666666.25437.peg.396,,,,,,Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine,,,,,
,fig|6666666.25437.peg.397,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.398,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.rna.40,,,,,,tRNA-Arg-TCG,,,,,
,fig|6666666.25437.peg.399,,,,,,Short-chain dehydrogenase/reductase SDR,,,,,
,fig|6666666.25437.peg.400,,,,,,Nicotinamidase (EC 3.5.1.19),,,,,
,fig|6666666.25437.peg.401,,,,,,Hydroxyethylthiazole kinase (EC 2.7.1.50),,,,,
,fig|6666666.25437.peg.402,,,,,,Predicted flavoprotein,,,,,
,fig|6666666.25437.peg.403,,,,,,polysaccharide polymerase,,,,,
,fig|6666666.25437.peg.404,,,,,,Cell surface hydrolase membrane-bound,,,,,
,fig|6666666.25437.peg.405,,,,,,Universal stress protein family,,,,,
,fig|6666666.25437.peg.406,,,,,,Phospholipid-binding protein,,,,,
,fig|6666666.25437.peg.407,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.408,,,,,,Amino acid transporter,,,,,
,fig|6666666.25437.peg.409,,,,,,biphenyl-23-diol 12-dioxygenase III-related protein,,,,,
,fig|6666666.25437.peg.410,,,,,,COG0488: ATPase components of ABC transporters with duplicated ATPase domains,,,,,
,fig|6666666.25437.peg.411,,,,,,Proline iminopeptidase (EC 3.4.11.5),,,,,
,fig|6666666.25437.peg.412,,,,,,Putative teichoic acid/polysaccharide glycosyl transferase,,,,,
,fig|6666666.25437.peg.413,,,,,,Putative teichoic acid/polysaccharide glycosyl transferase,,,,,
,fig|6666666.25437.peg.414,,,,,,Na(+)/H(+) antiporter,,,,,
,fig|6666666.25437.peg.415,,,,,,NUDIX hydrolase,,,,,
,fig|6666666.25437.peg.416,,,,,,Guanylate kinase (EC 2.7.4.8),,,,,
,fig|6666666.25437.peg.417,,,,,,lipoprotein putative,,,,,
,fig|6666666.25437.peg.418,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.419,,,,,,amino acid transport protein,,,,,
,fig|6666666.25437.peg.420,,,,,,GTP-binding protein HflX,,,,,
,fig|6666666.25437.peg.421,,,,,,Phosphoglycerate mutase family,,,,,
,fig|6666666.25437.peg.422,,,,,,Na+-H+ antiporter,,,,,
,fig|6666666.25437.peg.423,,,,,,DNA helicase,,,,,
,fig|6666666.25437.peg.424,,,,,,Pantothenate kinase (EC 2.7.1.33),,,,,
,fig|6666666.25437.peg.425,,,,,,Negative transcriptional regulator-copper transport operon,,,,,
,fig|6666666.25437.peg.426,,,,,,Lead cadmium zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4),,,,,
,fig|6666666.25437.peg.427,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.428,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.429,,,,,,Major facilitator superfamily transporter-permease,,,,,
,fig|6666666.25437.peg.430,,,,,,Similar to ribosomal large subunit pseudouridine synthase D Bacillus subtilis YjbO type,,,,,
,fig|6666666.25437.peg.431,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.432,,,,,,Purine trans deoxyribosylase (Nucleoside deoxyribosyltransferase-I) (EC 2.4.2.6),,,,,
,fig|6666666.25437.peg.433,,,,,,Cobalt-zinc-cadmium resistance protein CzcD,,,,,
,fig|6666666.25437.peg.434,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.435,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.436,,,,,,Integral membrane protein,,,,,
,fig|6666666.25437.peg.437,,,,,,Diaminopimelate epimerase (EC 5.1.1.7),,,,,
,fig|6666666.25437.peg.438,,,,,,Aspartokinase (EC 2.7.2.4),,,,,
,fig|6666666.25437.peg.439,,,,,,Diaminopimelate decarboxylase (EC 4.1.1.20),,,,,
,fig|6666666.25437.peg.440,,,,,,2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase (EC 2.3.1.89),,,,,
,fig|6666666.25437.peg.441,,,,,,N-acetyl-LL-diaminopimelate deacetylase (EC 3.5.1.47),,,,,
,fig|6666666.25437.peg.442,,,,,,Dihydrodipicolinate synthase (EC 4.2.1.52),,,,,
,fig|6666666.25437.peg.443,,,,,,Dihydrodipicolinate reductase (EC 1.3.1.26),,,,,
,fig|6666666.25437.peg.444,,,,,,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),,,,,
,fig|6666666.25437.peg.445,,,,,,Aspartate aminotransferase (EC 2.6.1.1),,,,,
,fig|6666666.25437.peg.446,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.447,,,,,,membrane protein,,,,,
,fig|6666666.25437.peg.448,,,,,,Membrane-associated phospholipid phosphatase,,,,,
,fig|6666666.25437.peg.449,,,,,,Lysine-specific permease,,,,,
,fig|6666666.25437.peg.450,,,,,,Deoxyadenosine kinase (EC 2.7.1.76) / Deoxyguanosine kinase (EC 2.7.1.113),,,,,
,fig|6666666.25437.peg.451,,,,,,Seryl-tRNA synthetase (EC 6.1.1.11),,,,,
,fig|6666666.25437.rna.41,,,,,,tRNA-Val-TAC,,,,,
,fig|6666666.25437.rna.42,,,,,,tRNA-Lys-TTT,,,,,
,fig|6666666.25437.rna.43,,,,,,tRNA-Leu-TAG,,,,,
,fig|6666666.25437.rna.44,,,,,,tRNA-Thr-AGT,,,,,
,fig|6666666.25437.rna.45,,,,,,tRNA-Gly-GCC,,,,,
,fig|6666666.25437.rna.46,,,,,,tRNA-Leu-TAA,,,,,
,fig|6666666.25437.peg.452,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.453,,,,,,Polyphosphate kinase (EC 2.7.4.1),,,,,
,fig|6666666.25437.rna.47,,,,,,tRNA-Arg-ACG,,,,,
,fig|6666666.25437.peg.454,,,,,,Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),,,,,
,fig|6666666.25437.peg.455,,,,,,tRNA dihydrouridine synthase B (EC 1.-.-.-),,,,,
,fig|6666666.25437.peg.456,,,,,,Chaperonin (heat shock protein 33),,,,,
,fig|6666666.25437.peg.457,,,,,,Cell division protein FtsH (EC 3.4.24.-),,,,,
,fig|6666666.25437.peg.458,,,,,,Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8),,,,,
,fig|6666666.25437.peg.459,,,,,,tRNA(Ile)-lysidine synthetase,,,,,
,fig|6666666.25437.peg.460,,,,,,RNA binding protein contains ribosomal protein S1 domain,,,,,
,fig|6666666.25437.peg.461,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.462,,,,,,S4-domain-containing heat shock protein,,,,,
,fig|6666666.25437.peg.463,,,,,,Low temperature requirement B protein,,,,,
,fig|6666666.25437.peg.464,,,,,,Transcription-repair coupling factor,,,,,
,fig|6666666.25437.peg.465,,,,,,Peptidyl-tRNA hydrolase (EC 3.1.1.29),,,,,
,fig|6666666.25437.peg.466,,,,,,L-lactate dehydrogenase (EC 1.1.1.27),,,,,
,fig|6666666.25437.peg.467,,,,,,FIG00742398: hypothetical protein,,,,,
,fig|6666666.25437.peg.468,,,,,,Programmed cell death toxin YdcE,,,,,
,fig|6666666.25437.peg.469,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.470,,,,,,Alanine racemase (EC 5.1.1.1),,,,,
,fig|6666666.25437.peg.471,,,,,,Cold-shock DEAD-box protein A,,,,,
,fig|6666666.25437.peg.472,,,,,,UDP-N-acetylmuramoylalanyl-D-glutamyl-26-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10),,,,,
,fig|6666666.25437.peg.473,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.474,,,,,,Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48),,,,,
,fig|6666666.25437.peg.475,,,,,,Multidrug-efflux transporter major facilitator superfamily (MFS) (TC 2.A.1),,,,,
,fig|6666666.25437.peg.476,,,,,,LSU ribosomal protein L31p,,,,,
,fig|6666666.25437.peg.477,,,,,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7),,,,,
,fig|6666666.25437.peg.478,,,,,,CTP synthase (EC 6.3.4.2),,,,,
,fig|6666666.25437.peg.479,,,,,,DNA-directed RNA polymerase delta subunit (EC 2.7.7.6),,,,,
,fig|6666666.25437.peg.480,,,,,,DUF1934 domain-containing protein,,,,,
,fig|6666666.25437.peg.481,,,,,,Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1),,,,,
,fig|6666666.25437.peg.482,,,,,,Promiscuous sugar phosphatase YidA haloacid dehalogenase-like phosphatase family,,,,,
,fig|6666666.25437.peg.483,,,,,,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1),,,,,
,fig|6666666.25437.peg.484,,,,,,N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157),,,,,
,fig|6666666.25437.peg.485,,,,,,PurR: transcription regulator associated with purine metabolism,,,,,
,fig|6666666.25437.peg.486,,,,,,Zinc ABC transporter inner membrane permease protein ZnuB,,,,,
,fig|6666666.25437.peg.487,,,,,,Zinc ABC transporter ATP-binding protein ZnuC,,,,,
,fig|6666666.25437.peg.488,,,,,,Veg protein,,,,,
,fig|6666666.25437.peg.489,,,,,,Dimethyladenosine transferase (EC 2.1.1.-),,,,,
,fig|6666666.25437.peg.490,,,,,,Ribonuclease M5 (EC 3.1.26.8),,,,,
,fig|6666666.25437.peg.491,,,,,,Putative deoxyribonuclease YcfH,,,,,
,fig|6666666.25437.peg.492,,,,,,Methionyl-tRNA synthetase (EC 6.1.1.10),,,,,
,fig|6666666.25437.peg.493,,,,,,FIG003003: hypothetical protein,,,,,
,fig|6666666.25437.peg.494,,,,,,NAD-dependent protein deacetylase of SIR2 family,,,,,
,fig|6666666.25437.peg.495,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.496,,,,,,Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34),,,,,
,fig|6666666.25437.peg.497,,,,,,Exopolyphosphatase (EC 3.6.1.11),,,,,
,fig|6666666.25437.peg.498,,,,,,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),,,,,
,fig|6666666.25437.peg.499,,,,,,DNA helicase,,,,,
,fig|6666666.25437.rna.48,,,,,,tRNA-Thr-GGT,,,,,
,fig|6666666.25437.peg.500,,,,,,Zinc ABC transporter periplasmic-binding protein ZnuA,,,,,
,fig|6666666.25437.peg.501,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.502,,,,,,permease of the major facilitator superfamily,,,,,
,fig|6666666.25437.peg.503,,,,,,putative transcriptional regulator,,,,,
,fig|6666666.25437.peg.504,,,,,,Phosphoglycerate mutase (EC 5.4.2.1),,,,,
,fig|6666666.25437.peg.505,,,,,,Predicted permease,,,,,
,fig|6666666.25437.peg.506,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.507,,,,,,Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79),,,,,
,fig|6666666.25437.peg.508,,,,,,Predicted membrane protein,,,,,
,fig|6666666.25437.peg.509,,,,,,branched-chain amino acid transport protein,,,,,
,fig|6666666.25437.peg.510,,,,,,D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4),,,,,
,fig|6666666.25437.peg.511,,,,,,sensor histidine kinase,,,,,
,fig|6666666.25437.peg.512,,,,,,DNA-binding response regulator OmpR family,,,,,
,fig|6666666.25437.peg.513,,,,,,Uncharacterized membrane-bound protein conserved in bacteria,,,,,
,fig|6666666.25437.peg.514,,,,,,GTP-binding and nucleic acid-binding protein YchF,,,,,
,fig|6666666.25437.peg.515,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.516,,,,,,Chromosome (plasmid) partitioning protein ParB / Stage 0 sporulation protein J,,,,,
,fig|6666666.25437.peg.517,,,,,,Chromosome (plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj,,,,,
,fig|6666666.25437.peg.518,,,,,,rRNA small subunit methyltransferase glucose inhibited division protein GidB,,,,,
,fig|6666666.25437.peg.519,,,,,,Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1),,,,,
,fig|6666666.25437.peg.520,,,,,,Phosphopentomutase,,,,,
,fig|6666666.25437.peg.521,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.522,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.523,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.524,,,,,,Predicted membrane protein,,,,,
,fig|6666666.25437.peg.525,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.526,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.527,,,,,,DUF1541 domain-containing protein,,,,,
,fig|6666666.25437.peg.528,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.529,,,,,,contains glutamine amidotransferase class-I domain,,,,,
,fig|6666666.25437.peg.530,,,,,,Conserved membrane protein GtcA family,,,,,
,fig|6666666.25437.peg.531,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.532,,,,,,Alkaline phosphatase synthesis transcriptional regulatory protein PhoP,,,,,
,fig|6666666.25437.peg.533,,,,,,Phosphate ABC transporter periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1),,,,,
,fig|6666666.25437.peg.534,,,,,,Phosphate transport system permease protein PstC (TC 3.A.1.7.1),,,,,
,fig|6666666.25437.peg.535,,,,,,Phosphate transport system permease protein PstA (TC 3.A.1.7.1),,,,,
,fig|6666666.25437.peg.536,,,,,,Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1),,,,,
,fig|6666666.25437.peg.537,,,,,,Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1),,,,,
,fig|6666666.25437.peg.538,,,,,,Phosphate transport system regulatory protein PhoU,,,,,
,fig|6666666.25437.peg.539,,,,,,Glutamine amidotransferase class I,,,,,
,fig|6666666.25437.peg.540,,,,,,Transporter,,,,,
,fig|6666666.25437.peg.541,,,,,,Sorbitol dehydrogenase (EC 1.1.1.14),,,,,
,fig|6666666.25437.peg.542,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.543,,,,,,Pyruvate oxidase (EC 1.2.3.3),,,,,
,fig|6666666.25437.peg.544,,,,,,YbbM seven transmembrane helix protein,,,,,
,fig|6666666.25437.peg.545,,,,,,YbbL ABC transporter ATP-binding protein,,,,,
,fig|6666666.25437.peg.546,,,,,,RNA methyltransferase TrmA family,,,,,
,fig|6666666.25437.peg.547,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.548,,,,,,Putative ribose uptake protein RbsU GRP transporter family (TC 2.A.7.5),,,,,
,fig|6666666.25437.peg.549,,,,,,Glycerol kinase (EC 2.7.1.30),,,,,
,fig|6666666.25437.peg.550,,,,,,hypothetical protein,,,,,
,fig|6666666.25437.peg.551,,,,,,Protein tyrosine/serine phosphatase,,,,,
,fig|6666666.25437.peg.552,,,,,,Tyrosyl-tRNA synthetase (EC 6.1.1.1),,,,,
